,index,ML-MSE,ML-Corr,ML-R2
164,"['PCEND', 'PCEDG_chg12']",3.81482902292235,-0.5720311500533898,-2.6260766717486828
165,"['PCEND', 'UNRATE_chg12']",5.938111758666632,-0.11906680384174592,-4.644302377107059
166,"['PCEND', 'PCE_chg12']",3.709564793787166,-0.1435635749664968,-2.5260207679733937
167,"['PCEND', 'WM2NS_chg12']",5.193145791185469,-0.7338995939516698,-3.9361962733475773
168,"['PCEND', 'GDP_chg12']",3.0363678903586795,0.044018735048575904,-1.8861326963592413
169,"['PCEND', 'USEPUINDXD_chg12']",4.174313464414796,-0.5311357381685294,-2.9677743308888043
170,"['PCEND', 'WILL5000INDFC_chg12']",3.9432460973081858,-0.6106354230076104,-2.748139850697653
171,"['PCEND', 'DTB3_chg']",4.1268763654912535,-0.5125278737011459,-2.922684352609693
172,"['PCEND', 'UMCSENT_chg']",4.186226689134627,-0.5406291586802047,-2.979098106078285
173,"['PCEND', 'TEDRATE_chg']",4.166931292671741,-0.5352023219680492,-2.960757418575437
174,"['PCEND', 'BAAFF_chg']",4.094848505444207,-0.532665482087099,-2.8922411858347736
175,"['PCEND', 'TCU_chg']",4.237585786756881,-0.5048925579372795,-3.0279160281007655
176,"['PCEND', 'AHETPI_chg']",6.868539954436489,-0.22113296880436292,-5.528694300086032
177,"['PCEND', 'AWHNONAG_chg']",4.101158537652434,-0.5296183872580529,-2.898239006562977
178,"['PCEND', 'PPIACO_chg']",4.216287923157745,-0.5654153875420994,-3.007671952706856
179,"['PCEND', 'DFF_chg']",4.189674650263644,-0.5206131555647623,-2.982375466961276
180,"['PCEND', 'MICH_chg']",4.08372777288807,-0.5287136482052827,-2.881670691416212
181,"['PCEND', 'VIXCLS_chg']",4.148769043799119,-0.5320071230511965,-2.9434938121207868
182,"['PCEND', 'WILL5000INDFC_chg']",4.119171120199453,-0.5316329501368092,-2.9153603519703934
183,"['PCEND', 'DGS3_chg']",4.223352314999502,-0.5105083122907118,-3.014386808419541
184,"['PCEND', 'DEXCHUS_chg']",4.174282902014337,-0.5326257737261917,-2.9677452806727467
185,"['PCEND', 'DEXJPUS_chg']",4.061138064287363,-0.542129186016528,-2.860198689686532
186,"['PCEDG', 'T10Y3M']",3.297882119626216,0.08566703175801788,-2.1347075709812566
187,"['PCEDG', 'UMCSENT']",6.282780677961683,-0.30372552683135773,-4.971917565159499
188,"['PCEDG', 'UNRATE']",4.133208082383315,0.22516116597097816,-2.9287027850942065
189,"['PCEDG', 'TEDRATE']",5.28172605129573,-0.42325883787982976,-4.02039370731729
190,"['PCEDG', 'BAAFF']",2.0101400925126187,0.19405224049559805,-0.9106812002869442
191,"['PCEDG', 'WM2NS']",55.49271340563924,-0.3777011852890482,-51.74701233610691
192,"['PCEDG', 'CFNAI']",5.647926808692786,-0.38364065382745194,-4.368475368538623
193,"['PCEDG', 'TCU']",3.0858860975696527,0.3061565942857688,-1.9332008126275233
194,"['PCEDG', 'AHETPI']",4.475969393559401,-0.4979618207326621,-3.2545047507826945
195,"['PCEDG', 'PCE']",4.124161726755554,-0.7516084176224672,-2.9201040303639
196,"['PCEDG', 'AWHNONAG']",6.760975558350194,0.05227620624442998,-5.426452038371125
197,"['PCEDG', 'PPIACO']",3.909978175419364,-0.4551885592610345,-2.716517978589161
198,"['PCEDG', 'DFF']",0.021502277051051198,0.9918974604995558,0.9795616252430193
199,"['PCEDG', 'MICH']",4.073295302678205,-0.47679502976715915,-2.8717544050952792
200,"['PCEDG', 'VIXCLS']",5.167812170910899,-0.39699098064883703,-3.9121161248175698
201,"['PCEDG', 'WILL5000INDFC']",93.75761883929813,0.2900825749682064,-88.11862430244592
202,"['PCEDG', 'USEPUINDXD']",5.5754629011563335,-0.37176405662028833,-4.2995968727835505
203,"['PCEDG', 'DGS3']",1.5077458343079397,0.8295021403909956,-0.43314470028911667
204,"['PCEDG', 'DEXCHUS']",6.13227564416619,-0.416840741247406,-4.828859307830703
205,"['PCEDG', 'DEXJPUS']",2.3616083915680566,-0.10587383185343399,-1.2447593443941258
206,"['PCEDG', 'GDP']",4.504387190979423,-0.6452448073366582,-3.2815164757297497
207,"['PCEDG', 'PCEND_chg12']",4.150271888135243,-0.47769475809270295,-2.944922297842098
208,"['PCEDG', 'PCEDG_chg12']",4.682390219525132,-0.5810643270267064,-3.450712165872571
209,"['PCEDG', 'UNRATE_chg12']",9.602098389950493,-0.10383698806051969,-8.127000125673465
210,"['PCEDG', 'PCE_chg12']",5.152411292339279,-0.14172460694664776,-3.8974772599621783
211,"['PCEDG', 'WM2NS_chg12']",6.965537944349463,-0.6707935519859645,-5.620892966478822
212,"['PCEDG', 'GDP_chg12']",4.690177099086941,0.018969375292529768,-3.4581137616335162
213,"['PCEDG', 'USEPUINDXD_chg12']",4.9572659194801405,-0.44330551759176046,-3.711987404487042
214,"['PCEDG', 'WILL5000INDFC_chg12']",5.282457816799862,-0.5339836647646747,-4.021089266097981
215,"['PCEDG', 'DTB3_chg']",5.086355834487691,-0.4248331486693787,-3.8346901328542273
216,"['PCEDG', 'UMCSENT_chg']",5.023448077056907,-0.4495686239720705,-3.774894962396746
217,"['PCEDG', 'TEDRATE_chg']",5.038209632970402,-0.4476075066185356,-3.78892613737602
218,"['PCEDG', 'BAAFF_chg']",4.954443623949305,-0.4444333851298673,-3.709304752152259
219,"['PCEDG', 'TCU_chg']",5.062252212092061,-0.42923233192965593,-3.811779123645622
220,"['PCEDG', 'AHETPI_chg']",8.15086616770975,-0.22459453956905426,-6.747572823758376
221,"['PCEDG', 'AWHNONAG_chg']",4.948405366838657,-0.44205079244749024,-3.70356525947372
222,"['PCEDG', 'PPIACO_chg']",5.02379956162984,-0.47905774104106585,-3.7752290560095227
223,"['PCEDG', 'DFF_chg']",5.116755066453321,-0.43219387999310405,-3.863585253764576
224,"['PCEDG', 'MICH_chg']",4.952694642215116,-0.4419305091472638,-3.707642307563641
225,"['PCEDG', 'VIXCLS_chg']",4.999566608747254,-0.44495255221547786,-3.7521951154037607
226,"['PCEDG', 'WILL5000INDFC_chg']",4.966617360843754,-0.4435340701362941,-3.72087614974196
227,"['PCEDG', 'DGS3_chg']",4.993372590950052,-0.4377244805135138,-3.746307568857409
228,"['PCEDG', 'DEXCHUS_chg']",5.002155285044055,-0.44421963377867363,-3.754655707654196
229,"['PCEDG', 'DEXJPUS_chg']",5.010222020468689,-0.45271955274727993,-3.7623233124052016
230,"['T10Y3M', 'UMCSENT']",11.492608142402704,0.6839165343972871,-9.923970126134709
231,"['T10Y3M', 'UNRATE']",12.228405792618489,0.7986971407369089,-10.62336154801581
232,"['T10Y3M', 'TEDRATE']",11.773531883177789,0.7441628964013995,-10.190994157053025
233,"['T10Y3M', 'BAAFF']",8.577418215490079,0.7390684488824965,-7.153019678767889
234,"['T10Y3M', 'WM2NS']",17.418191213907388,-0.14961538742978847,-15.556363717822393
235,"['T10Y3M', 'CFNAI']",13.41442662161318,0.5944099977044813,-11.75069974178136
236,"['T10Y3M', 'TCU']",6.72411587009501,0.7985928837623673,-5.3914161154223
237,"['T10Y3M', 'AHETPI']",1.8941779727709336,0.20923395637472625,-0.8004567224203745
238,"['T10Y3M', 'PCE']",1.8672546610642813,0.1494545649273451,-0.7748655381447227
239,"['T10Y3M', 'AWHNONAG']",7.754728898436249,0.509418267033618,-6.371035866979511
240,"['T10Y3M', 'PPIACO']",2.060067777594861,0.3130805861969058,-0.9581385340398596
241,"['T10Y3M', 'DFF']",0.06143930836643613,0.9876597452409829,0.9416006218215137
242,"['T10Y3M', 'MICH']",13.560957470853968,0.7360022840387894,-11.88998045159323
243,"['T10Y3M', 'VIXCLS']",13.189243142393106,0.771900258238887,-11.536658023015782
244,"['T10Y3M', 'WILL5000INDFC']",36.01291712537393,-0.18212376774870737,-33.231048858357994
245,"['T10Y3M', 'USEPUINDXD']",12.279053290537997,0.7752150861264261,-10.671503079283621
246,"['T10Y3M', 'DGS3']",0.4121087984412535,0.9603575944622564,0.6082817627549999
247,"['T10Y3M', 'DEXCHUS']",16.91043943904589,0.7349493594835146,-15.073734783523825
248,"['T10Y3M', 'DEXJPUS']",10.200025097252862,0.7628309386311682,-8.695342264138096
249,"['T10Y3M', 'GDP']",1.851786604591757,0.1530928439885628,-0.7601628192560674
250,"['T10Y3M', 'PCEND_chg12']",12.513349124273676,0.7145114885827274,-10.89420628613561
251,"['T10Y3M', 'PCEDG_chg12']",13.922630293666625,0.6278806465684609,-12.233758214037175
252,"['T10Y3M', 'UNRATE_chg12']",13.345074935944602,0.724185064141637,-11.684779479552509
253,"['T10Y3M', 'PCE_chg12']",12.290763224050648,0.5485038994642968,-10.682633621827682
254,"['T10Y3M', 'WM2NS_chg12']",8.883768394791936,0.8838969973740556,-7.444212083952413
255,"['T10Y3M', 'GDP_chg12']",11.924947132920657,0.6681085838395641,-10.334917594129905
256,"['T10Y3M', 'USEPUINDXD_chg12']",12.59169702078477,0.7434011915799993,-10.968677639402664
257,"['T10Y3M', 'WILL5000INDFC_chg12']",13.022530445962014,0.6794468158398169,-11.378194035303427
258,"['T10Y3M', 'DTB3_chg']",12.606791067180984,0.7167729957983816,-10.983024853705254
259,"['T10Y3M', 'UMCSENT_chg']",12.638923593153578,0.7499845561579409,-11.013567507683577
260,"['T10Y3M', 'TEDRATE_chg']",12.675695701997661,0.7387565827479968,-11.048520184526847
261,"['T10Y3M', 'BAAFF_chg']",12.622261758620033,0.7477608224877288,-10.997730077186011
262,"['T10Y3M', 'TCU_chg']",12.749168923056601,0.7404955709931293,-11.118358054397085
263,"['T10Y3M', 'AHETPI_chg']",12.659297909148737,0.7361793101128172,-11.032933731304338
264,"['T10Y3M', 'AWHNONAG_chg']",12.691742752133445,0.7423189669734127,-11.063773249290199
265,"['T10Y3M', 'PPIACO_chg']",12.63314484902339,0.7473880484919091,-11.008074687649817
266,"['T10Y3M', 'DFF_chg']",12.491487135300757,0.7362307683850664,-10.873425997494522
267,"['T10Y3M', 'MICH_chg']",12.63232381959374,0.7477035818813073,-11.007294281596549
268,"['T10Y3M', 'VIXCLS_chg']",12.617146683286494,0.7487814870915305,-10.992868088554351
269,"['T10Y3M', 'WILL5000INDFC_chg']",12.650105167709645,0.7460812447887802,-11.024195833725859
270,"['T10Y3M', 'DGS3_chg']",12.978188101686522,0.7450570491107746,-11.336045687584074
271,"['T10Y3M', 'DEXCHUS_chg']",12.554634667362532,0.7512414864438232,-10.933449078872963
272,"['T10Y3M', 'DEXJPUS_chg']",12.644909065276334,0.747950381669304,-11.01925682710086
273,"['UMCSENT', 'UNRATE']",11.14576082582763,0.560402917357674,-9.594284324822425
274,"['UMCSENT', 'TEDRATE']",7.371533911197947,0.028509419356634712,-6.006800826403191
275,"['UMCSENT', 'BAAFF']",8.687251456120283,0.7395718018836948,-7.257418525803672
276,"['UMCSENT', 'WM2NS']",21.830327315699343,-0.3653230379855069,-19.7501935579425
277,"['UMCSENT', 'CFNAI']",9.530660037624239,0.0379095293658566,-8.059096442105503
278,"['UMCSENT', 'TCU']",5.0894269863747965,0.4967499763858918,-3.8376093284843114
279,"['UMCSENT', 'AHETPI']",4.664794718603691,-0.37702759076280656,-3.4339872654810737
280,"['UMCSENT', 'PCE']",4.202455973828681,-0.4292800123502499,-2.9945243886913904
281,"['UMCSENT', 'AWHNONAG']",5.889309304926803,0.022000930553523618,-4.597914599839252
282,"['UMCSENT', 'PPIACO']",3.6625467653111348,-0.22360009505124304,-2.481329125128036
283,"['UMCSENT', 'DFF']",0.028909375721346352,0.9882245282090177,0.9725210193515597
284,"['UMCSENT', 'MICH']",10.293168603154497,0.203885478595531,-8.783877160943529
285,"['UMCSENT', 'VIXCLS']",10.261836917102297,0.046124832875059696,-8.754095722457617
286,"['UMCSENT', 'WILL5000INDFC']",17.457373691638775,-0.33459773962418865,-15.593607501905346
